Código Mantenedora;Razão Social;CNPJ;Natureza Jurídica;Código IES;Instituição(IES);Sigla;Endereço;Município;UF;Organização Acadêmica;Tipo de Credenciamento;Categoria;Categoria Administrativa;CI;Ano CI;CI-EaD;Ano CI-EaD;IGC;Ano IGC;Situação
1663;IMAM INSTITUTO MINEIRO DE ACUPUNTURA E MASSAGENS LTDA.;03.204.242/0001-95;Privada com fins lucrativos;2552;INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE (INCISA);INCISA;Avenida Barão Homem de Melo - 4324 - s/c - CEP: 30450-250 - Estoril;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;4;2012;Ativa
1418;INSTITUTO CULTURAL BRASIL E E U U LTDA - ME;31.702.392/0001-64;Privada com fins lucrativos;2154;INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA (ISAT);ISAT;Rua Dr. Francisco Portela - 2.772 - s/c - CEP: 24435-000 - Zé Garoto;São Gonçalo;RJ;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
15194;POLICIA MILITAR DO DISTRITO FEDERAL;08.942.610/0001-16;Pessoa Jurídica de Direito Público - Federal;16037;Instituto Superior de Ciencias Policiais (ISCP);ISCP;Setor SPO - 04 - s/c - CEP: 70610-200 - Setores Complementares;Brasília;DF;Faculdade;EAD - Superior / Presencial - Superior;Pública;Pública Federal;4;2011;-;;-;;Ativa
1291;UNIAO BRASILIENSE DE ENSINO SUPERIOR E PESQUISA EIRELI - EPP;04.260.186/0001-79;Privada com fins lucrativos;3203;INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN (ISALBE);ISALBE;SGAS 905 Conjunto B/Parte - s/n - Bloco 5, 1º e 2º Pavimentos - CEP: 70390-050 - Plano Piloto;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;2;2016;Ativa
1495;CENTRO DE ENSINO SUPERIOR ALMEIDA RODRIGUES LTDA - EPP;04.284.276/0001-08;Privada com fins lucrativos;3157;INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES (ISEAR);ISEAR;Rua Quinca Honório leão - 1030 - s/c - CEP: 75909-030 - Morada do Sol;Rio Verde;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2009;-;;3;2016;Ativa
3345;INSTITUTO SUPERIOR DE EDUCACAO ANTONINO FREIRE - ISEAF;07.524.185/0001-82;Pessoa Jurídica de Direito Público - Estadual;5204;INSTITUTO SUPERIOR DE EDUCAÇÃO ANTONINO FREIRE - ISEAF (ISEAF);ISEAF;Praça Firmina Sobreira - s/n - s/c - CEP: 64002-190 - Matinha;Teresina;PI;Faculdade;Presencial - Superior;Pública;Pública Estadual;-;;-;;-;;Ativa
1501;ATENEU INSTITUICOES DE ENSINO E PESQUISA LTDA - EPP;04.914.829/0001-50;Privada com fins lucrativos;2320;INSTITUTO SUPERIOR DE EDUCAÇÃO ATENEU (ISEAT);ISEAT;Rua Professor Annor Silva - 106 - s/c - CEP: 29102-160 - Coqueiral de Itaparica;Vila Velha;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;2;2016;Ativa
849;INSTITUTO DE ENSINO CAMPO LIMPO PAULISTA LTDA;02.252.746/0001-18;Privada com fins lucrativos;2030;INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA (ISECAMP);ISECAMP;Rua Guatemala - 167 - s/c - CEP: 13231-230 - Jardim América;Campo Limpo Paulista;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;3;2016;Ativa
401;FUNDACAO EDUCACIONAL DE ALEM PARAIBA;17.708.520/0001-56;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;3963;INSTITUTO SUPERIOR DE EDUCAÇÃO CARLOS CHAGAS (ISECC);ISECC;Rua Maria Perpétua - 72 - 4º andar - CEP: 36052-560 - Ladeira;Juiz de Fora;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2012;-;;2;2016;Ativa
1533;ANBAR ENSINO TECNICO E SUPERIOR LTDA;03.539.801/0001-18;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2342;INSTITUTO SUPERIOR DE EDUCAÇÃO CERES (ISE-CERES);ISE-CERES;Avenida Anísio Haddad - 6751 - s/c - CEP: 15093-000 - Jardim Morumbi;São José do Rio Preto;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;-;;4;2016;Ativa
14983;FUNDACAO CENTRO UNIVERSITARIO ESTADUAL DA ZONA OESTE;10.889.295/0001-52;Pessoa Jurídica de Direito Público - Estadual;5019;INSTITUTO SUPERIOR DE EDUCAÇÃO DA ZONA OESTE (ISE ZONA OESTE);ISE ZONA OESTE;Rua Manoel Caldeira de Alvarenga - 1203 - --------- - CEP: 23070-200 - Quintino-Bocaiúva;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Pública;Pública Estadual;-;;-;;-;;Ativa
1896;CEIB-CENTRO DE EDUCACAO E IDIOMAS DE BARRETOS LTDA. - EPP;03.041.351/0001-39;Privada com fins lucrativos;2922;INSTITUTO SUPERIOR DE EDUCAÇÃO DE BARRETOS (ISEB);ISEB;Rua 06 - 963 - s/c - CEP: 14780-713 - Centro;Barretos;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;2;2016;Ativa
401;FUNDACAO EDUCACIONAL DE ALEM PARAIBA;17.708.520/0001-56;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4221;INSTITUTO SUPERIOR DE EDUCAÇÃO DE BICAS (ISEB);ISEB;Rua Áurea Aliada Pereira Lanha - 107 - s/c - CEP: 36600-000 - Centro;Bicas;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;3;2010;Ativa
2022;CENTRO DE ENSINO SUPERIOR SAO FRANCISCO LTDA - ME;03.621.926/0001-92;Privada com fins lucrativos;3192;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAJAZEIRAS (ISEC);ISEC;Avenida Brasil - S/N - Rodovia PB 393 - CEP: 58900-000 - Jardim Adalgisa;Cajazeiras;PB;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;3;2016;Ativa
1292;SOCIEDADE EDUCACIONAL CAXIENSE S/C LTDA.;03.963.172/0001-59;Privada com fins lucrativos;1974;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAXIAS (ISEC);ISEC;Rua Coronel Libânio Lobo - 805 - s/c - CEP: 65608-010 - Centro;Caxias;MA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;SC;2008;Ativa
1337;SECEF-SOCIEDADE DE EDUCACAO CULTURA E ESPORTES DE FLORESTA LTDA S/C - ME;03.960.043/0001-07;Privada com fins lucrativos;2033;INSTITUTO SUPERIOR DE EDUCAÇÃO DE FLORESTA (ISEF);ISEF;Avenida Deputado Audomar Ferraz - 98 - s/c - CEP: 56400-000 - Centro;Floresta;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;3;2016;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;3190;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GARÇA (ISEG);ISEG;Rua América - 281 - s/c - CEP: 17400-000 - Labienópolis;Garça;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;3;2016;Ativa
467;AUTARQUIA MUNICIPAL DO ENSINO SUPERIOR DE GOIANA;11.408.812/0001-97;Pessoa Jurídica de Direito Público - Municipal;4398;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA (I.S.E.G.);I.S.E.G.;Rua Poco Rei - S/N - s/c - CEP: 55900-000 - CENTRO;Goiana;PE;Faculdade;Presencial - Superior;Pública;Pública Municipal;-;;-;;SC;2016;Ativa
15680;INSTITUTO CAICARA DE PESQUISA E ENSINO SUPERIOR LTDA.;12.464.371/0001-03;Privada com fins lucrativos;2202;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA (ISEPE Guaratuba);ISEPE Guaratuba;Rua Joaquim Menelau de Almeida Torres - 101 - s/c - CEP: 83280-000 - Piçarras;Guaratuba;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;3;2016;Ativa
1394;FISA-FACULDADE IGUAPENSE SANTO AUGUSTO LTDA - EPP;04.383.958/0001-60;Privada com fins lucrativos;2529;INSTITUTO SUPERIOR DE EDUCAÇÃO DE IGUAPE (ISE IGUAPE);ISE IGUAPE;Avenida Ademar de Barros - 1070 - s/c - CEP: 11920-000 - Porto do Ribeira;Iguape;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;SC;2012;Ativa
2126;FUNDACAO EDUCACIONAL DE OLIVEIRA;03.446.931/0001-06;Privada sem fins lucrativos;3367;INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA (ISEOL);ISEOL;Rua Benjamim Guimarães - 27 - s/c - CEP: 35540-000 - Centro;Oliveira;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
1321;SOCIEDADE DE EDUCACAO CULTURA E ESPORTES DE PESQUEIRA LTDA - ME;03.970.508/0001-00;Privada com fins lucrativos;2012;INSTITUTO SUPERIOR DE EDUCAÇÃO DE PESQUEIRA (ISEP);ISEP;Rua José Nepomuceno das Neves - 47, 51 e 57 - s/c - CEP: 55200-000 - Centro;Pesqueira;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;2;2016;Ativa
1326;EDUCA-SOCIEDADE EDUCACIONAL,CULTURAL E ESPORTIVA DE SALGUEIR - ME;04.011.709/0001-43;Privada com fins lucrativos;2019;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SALGUEIRO (ISES);ISES;Rua Professora Maria Nita de Oliveira - 169 - s/c - CEP: 56000-000 - Divino Espírito Santo;Salgueiro;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;2;2016;Ativa
686;FUNDACAO EDUCACIONAL SAO JOSE;00.684.397/0001-88;Privada sem fins lucrativos;1868;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SANTOS DUMONT (ISESD);ISESD;Avenida Getúlio Vargas - 547 - s/c - CEP: 36240-000 - Centro;Santos Dumont;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2017;-;;2;2016;Ativa
1267;INSTITUTO SUPERIOR DE EDUCACAO DE SAO PAULO - ISESP;04.162.324/0001-87;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1930;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO (SINGULARIDADES/ISESP);SINGULARIDADES/ISESP;Rua Deputado Lacerda Franco - 88 - - até 299/300 - CEP: 05418-000 - Pinheiros;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2013;-;;4;2016;Ativa
890;ASSOCIACAO PENINSULA NORTE DE EDUCACAO CIENCIA E CULTURA;00.078.694/0001-80;Privada sem fins lucrativos;2491;INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP (ISCECAP);ISCECAP;Shin Eql 9/11 Lote B - S/N - Área Especial - CEP: 71515-205 - Lago Norte;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;3;2016;Ativa
1288;CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;28.955.961/0001-79;Privada sem fins lucrativos;1962;INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA (ISECENSA);ISECENSA;Rua Salvador Correa - 139 - s/c - CEP: 28035-310 - Centro;Campos dos Goytacazes;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2018;-;;3;2016;Ativa
2331;FUNDACAO UNIVERSITARIA DE ITAPERUNA;39.217.278/0001-50;Pessoa Jurídica de Direito Público - Municipal;3682;INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA (ISEMI);ISEMI;Rua Luis Carlos Ferreira Tirado - 148 - s/c - CEP: 28300-000 - Cidade Nova;Itaperuna;RJ;Faculdade;Presencial - Superior;Pública;Pública Municipal;-;;-;;3;2016;Ativa
904;FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO;31.608.763/0001-43;Pessoa Jurídica de Direito Público - Estadual;1357;INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO (ISERJ);ISERJ;Rua Mariz e Barros - 273 - s/c - CEP: 20270-003 - Praça da Bandeira;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Pública;Pública Estadual;-;;-;;4;2016;Ativa
709;AUTARQUIA EDUCACIONAL DE AFOGADOS DA INGAZEIRA-AEDAI;11.479.037/0001-60;Pessoa Jurídica de Direito Público - Municipal;5054;INSTITUTO SUPERIOR DE EDUCAÇÃO DO SERTÃO DO PAJEÚ (ISESP);ISESP;Rua Doutor Osvaldo Gouveia - s/n - Prédio - CEP: 56800-000 - Centro;Afogados da Ingazeira;PE;Faculdade;Presencial - Superior;Pública;Pública Municipal;-;;-;;-;;Ativa
1209;ASSOCIACAO DE ENSINO SUPERIOR DOS INCONFIDENTES - ASESI;03.647.480/0001-75;Privada sem fins lucrativos;3290;INSTITUTO SUPERIOR DE EDUCAÇÃO DOS INCONFIDENTES (ISEI);ISEI;Rua do Matozinhos - 293 - Liceu Dom Viçoso - CEP: 35450-000 - Matozinhos;Itabirito;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;-;;Ativa
1644;GEBASPI - GRUPO DE EDUCACAO BASICA E SUPERIOR DO SUL DO PIAUI S/C LTDA - ME;04.950.393/0001-55;Privada com fins lucrativos;2521;INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ (ISESPI);ISESPI;Rua Coelho Neto - 490 - s/c - CEP: 64890-000 - Centro;Canto do Buriti;PI;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;2;2016;Ativa
1310;SOCIEDADE DE ENSINO ELVIRA DAYRELL - SOED - EPP;04.470.607/0001-96;Privada com fins lucrativos;1998;INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL (ISEED);ISEED;Rodovia de Ligação da Br 120a Br 256 - S/N - Trevo de Correntinho - CEP: 39730-000 - Centro;Virginópolis;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;2;2016;Ativa
297;SOC CARIT E LIT SAO FRANCISCO DE ASSIS ZONA NORTE;95.606.380/0001-19;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;2942;INSTITUTO SUPERIOR DE EDUCAÇÃO FRANCISCANO NOSSA SENHORA DE FÁTIMA (FATIMA);FATIMA;Sgas 906 - W 5 - Conjunto F, Módulos 11, 12 e 13 - CEP: 70390-060 - Asa Sul - Região Administrativa I;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
3074;FACULDADES VERDE NORTE - FAVENORTE - EIRELI;07.435.771/0001-50;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;3448;INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA (ISEIB);ISEIB;Rua Lírio Brant - 511 - s/c - CEP: 39401-063 - Melo;Montes Claros;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
1439;ASSOCIACAO EVANGELICA DE ENSINO;96.745.427/0001-98;Privada sem fins lucrativos;2192;INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI (ISEI);ISEI;Rua Júlio Hauser - 171 - s/c - CEP: 93900-000 - Sete de Setembro;Ivoti;RS;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;4;2016;Ativa
1648;INSTITUTO SOCIAL EDUCATIVO E BENEFICENTE NOVO SIGNO;78.636.974/0001-53;Privada sem fins lucrativos;2528;INSTITUTO SUPERIOR DE EDUCAÇÃO MÃE DE DEUS (ISEMD);ISEMD;Avenida São Paulo - 651 - s/c - CEP: 86010-060 - Centro;Londrina;PR;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;3;2008;Ativa
1172;INSTITUTO DOCTUM DE EDUCACAO E TECNOLOGIA LTDA;03.470.966/0001-80;Privada com fins lucrativos;2772;INSTITUTO SUPERIOR DE EDUCAÇÃO MANHUMIRIM (FACULDADES DOCTUM);FACULDADES DOCTUM;Rua Madre Beatriz - 135 - s/c - CEP: 36970-000 - Centro;Manhumirim;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;SC;2010;Ativa
1435;ASSOCIACAO DO COLEGIO NOSSA SENHORA DE SION;76.657.097/0001-71;Privada sem fins lucrativos;2188;INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION (ISE - SION);ISE - SION;Alameda Presidente Taunay - 260 - s/c - CEP: 80420-180 - Batel;Curitiba;PR;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;-;;3;2016;Ativa
1589;FUNDACAO O.CI.D.E.M.NT.E.-7C.D.E.;01.389.776/0001-08;Privada sem fins lucrativos;2969;INSTITUTO SUPERIOR DE EDUCAÇÃO OCIDENTE (OCIDEMNTE);OCIDEMNTE;Alameda Praia de Tambaú - 288 - Quadra F, lote 16 - CEP: 41600-010 - Itapoan;Salvador;BA;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2012;-;;5;2016;Ativa
947;ASSOCIACAO LENCOENSE DE EDUCACAO E CULTURA;02.837.799/0001-09;Privada sem fins lucrativos;1973;INSTITUTO SUPERIOR DE EDUCAÇÃO ORÍGENES LESSA (ISEOL);ISEOL;Rodovia Osny Matheus - s/n - Km 108 - CEP: 18683-900 - São Judas Tadeu;Lençóis Paulista;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2016;-;;3;2016;Ativa
828;CENTRO DE EDUCACAO E CULTURA DE GOINIA EIRELI;02.684.686/0001-02;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2073;INSTITUTO SUPERIOR DE EDUCAÇÃO PADRÃO (ISE-PADRAO);ISE-PADRAO;Rua Araponga - 70 - s/c - CEP: 74360-210 - Jardim Vila Boa;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;3;2016;Ativa
904;FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO;31.608.763/0001-43;Pessoa Jurídica de Direito Público - Estadual;5018;INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT (ISEPAM);ISEPAM;Avenida Alair Ferreira - 37 - Até 410 - lado par - CEP: 28100-000 - Turf Club;Campos dos Goytacazes;RJ;Faculdade;Presencial - Superior;Pública;Pública Estadual;-;;-;;3;2016;Ativa
401;FUNDACAO EDUCACIONAL DE ALEM PARAIBA;17.708.520/0001-56;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4219;INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSORA NAIR FORTES ABU-MERHY (ISEFOR);ISEFOR;Rua Isabel Herdy Alves - 305 - PRÉDIO DO CAP - CEP: 36660-000 - SAO JOSÉ;Além Paraíba;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2017;-;;2;2016;Ativa
1374;CENTRO DE ESTUDOS PSICO PEDAGOGICOS PRO-SABER;68.586.957/0001-03;Privada sem fins lucrativos;2091;INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER (ISEPS);ISEPS;Rua Largo dos Leões - 70 - Parte - CEP: 22260-210 - Humaitá;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2015;-;;-;;Ativa
2271;CESAC CENTRO DE ENSINO SUPERIOR SANTA CRUZ LTDA - EPP;05.744.399/0001-39;Privada com fins lucrativos;3584;INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA CRUZ (ISED);ISED;Rua Júlia Aragão - 307 - s/c - CEP: 55190-000 - Centro;Santa Cruz do Capibaribe;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;SC;2013;Ativa
1420;ASSOCIACAO MISSIONARIA DE BENEFICENCIA;80.234.826/0001-54;Privada sem fins lucrativos;2157;INSTITUTO SUPERIOR DE EDUCAÇÃO SANT´ANA (ISESA);ISESA;Rua Senador Pinheiro Machado - 189 - s/c - CEP: 84010-310 - Centro;Ponta Grossa;PR;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
1955;DINAMICA ORGANIZACAO PROJETOS E CONSULTORIA LTDA - ME;02.124.897/0001-90;Privada com fins lucrativos;3021;INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA RITA DE CÁSSIA (ISESC);ISESC;Praça Mariquinha Garrote - s/n - Prédiio do Colégio Diocesano - CEP: 75503-970 - -;Itumbiara;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;2;2008;Ativa
1264;INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA;03.735.981/0001-03;Privada com fins lucrativos;2508;INSTITUTO SUPERIOR DE EDUCAÇÃO SANTO AGOSTINHO (ISA);ISA;Avenida Osmane Barbosa - 937 - s/c - CEP: 39400-000 - JK;Montes Claros;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;SC;2012;Ativa
1740;SESJT - SOCIEDADE DE ENSINO SUPERIOR SAO JUDAS TADEU S/S LTDA - ME;05.078.685/0001-02;Privada com fins lucrativos;2677;INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU (ISESJT);ISESJT;Rua Félix Pacheco - 530 - s/c - CEP: 64800-000 - Centro;Floriano;PI;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;2;2010;-;;2;2016;Ativa
1785;ASSOCIACAO UNIVERSITARIA INTERAMERICANA;60.552.551/0001-90;Privada sem fins lucrativos;2744;INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ (ISE VERA CRUZ);ISE VERA CRUZ;Rua Baumann - 73 - s/c - CEP: 05318-000 - Vila Leopoldina;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2018;-;;1;2016;Ativa
1536;INSTITUTO DA SAGRADA FAMILIA;92.047.646/0001-42;Privada sem fins lucrativos;2346;INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER (IFIBE);IFIBE;Rua Senador Pinheiro - 350 - s/c - CEP: 99070-220 - Vila Rodrigues;Passo Fundo;RS;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2010;-;;3;2016;Ativa
522;SISTEMA EDUCACIONAL MOMENTO;29.954.377/0017-29;Privada sem fins lucrativos;767;INSTITUTO SUPERIOR DE INFORMÁTICA (ISI);ISI;Estrada de Jacarepaguá - 7.120 - Freguesia - CEP: 22735-045 - Jacarepaguá;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;-;;Ativa
15665;SINDICATO DOS ENGENHEIROS NO ESTADO DE SAO PAULO;62.637.137/0001-09;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;17269;INSTITUTO SUPERIOR DE INOVAÇÃO E TECNOLOGIA (ISITEC);ISITEC;Rua Martiniano de Carvalho - 170 - - lado par - CEP: 01321-000 - Bela Vista;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2012;-;;-;;Ativa
904;FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO;31.608.763/0001-43;Pessoa Jurídica de Direito Público - Estadual;5015;INSTITUTO SUPERIOR DE TECNOLOGIA EM HORTICULTURA (ISTHORTICULTURA);ISTHORTICULTURA;Avenida Wilson Batista - s/n - Agrícola - CEP: 28060-560 - Parque Aldeia;Campos dos Goytacazes;RJ;Faculdade;Presencial - Superior;Pública;Pública Estadual;-;;-;;-;;Ativa
218;INSTITUTO ENSINAR BRASIL;19.322.494/0001-59;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;1909;INSTITUTO SUPERIOR DOCTUM DE IPATINGA;-;Rua Potiguar - 150 - s/c - CEP: 35162-110 - Iguaçu;Ipatinga;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2013;-;;3;2016;Ativa
1061;CAEDRHS - ASSOCIACAO DE ENSINO;03.642.383/0001-90;Privada sem fins lucrativos;1615;INSTITUTO SUPERIOR DO LITORAL DO PARANÁ (ISULPAR);ISULPAR;Rua Coronel José Lobo - 800 - s/c - CEP: 83203-310 - Costeira;Paranaguá;PR;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;2;2016;Ativa
711;ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS/IELUSC;84.685.163/0001-45;Privada sem fins lucrativos;1014;INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC (BOM JESUS/IELUSC);BOM JESUS/IELUSC;Rua Princesa Isabel - 438 - s/c - CEP: 89201-270 - Centro;Joinville;SC;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2015;-;;3;2016;Ativa
867;FUNDACAO EDUCACIONAL DE TAQUARITINGA - FETAQ;02.634.667/0001-71;Privada sem fins lucrativos;1300;INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH (ITES);ITES;Praça Doutor Horacio Ramalho - 159 - e nº 187 - CEP: 15900-000 - Centro;Taquaritinga;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;2;2016;Ativa
851;"ASSOCIACAO DE ENSINO SAO JOSE DOS CAMPOS ""AESJC""";53.318.853/0001-32;Privada sem fins lucrativos;1276;INSTITUTO TAUBATÉ DE ENSINO SUPERIOR (I.T.E.S.);I.T.E.S.;Rua Bahia - 44 - s/c - CEP: 12062-100 - Jardim dos Estados;Taubaté;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;3;2016;Ativa
392;COMANDO DA AERONAUTICA;00.394.429/0020-73;Pessoa Jurídica de Direito Público - Federal;602;INSTITUTO TECNOLÓGICO DE AERONÁUTICA (ITA);ITA;Praça Mal. Eduardo Gomes - 50 - Comando-Geral de Tecnologia Aeroespacial - CTA - CEP: 12228-900 - Vila das Acácias;São José dos Campos;SP;Faculdade;Presencial - Superior;Pública;Pública Federal;-;;-;;5;2016;Ativa
1288;CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;28.955.961/0001-79;Privada sem fins lucrativos;1961;INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA (ITCSAS/CENSA);ITCSAS/CENSA;Rua Salvador Correa - 139 - s/c - CEP: 28035-310 - Centro;Campos dos Goytacazes;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
